invoice_number,order_id,product_id,line_number,quantity,unit_price,sales_amount,discount_amount,cost_amount,margin_amount
303880,103970,26370,12000,3,103.5133333,310.54,305.24,172.8,137.74
303880,103970,26734,15000,4,67.5225,270.09,324.99,174.77,95.32
303880,103970,32720,33000,14,25.71428571,360.0,353.86,107.5,252.5
303880,103970,35095,36001,3,142.7333333,428.2,420.89,227.09,201.11
303880,103970,5742,50000,8,58.15125,465.21,457.27,154.43,310.78
303880,103970,62027,53000,8,91.56125,732.49,719.99,302.11,430.38
303880,103970,29394,26001,13,62.09923077,807.29,793.53,352.91,454.38
303880,103970,26502,13000,2,473.82,947.64,931.5,532.07,415.57
303880,103970,11690,1000,10,96.997,969.97,953.43,331.41,638.56
303880,103970,26361,11000,5,221.74,1108.7,1089.8,679.93,428.77
303880,103970,37441,39000,2,665.775,1331.55,1176.8298,673.92,657.63
303880,103970,28500,19000,5,533.892,2669.46,2623.9405,1510.43,1159.03
303880,103970,28401,18000,6,487.3766667,2924.26,2874.38,1628.15,1296.11
303880,103970,47550,47000,8,585.34125,4682.73,4602.87,2507.59,2175.14
303880,103970,47801,48000,8,820.91875,6567.35,6455.37,3777.87,2789.48
303880,103970,48500,49000,30,572.264,17167.92,16875.18,9633.84,7534.08
303881,103986,38826,1000,2,123.345,246.69,199.43,73.65,173.04
303886,104039,26361,12000,1,238.27,238.27,201.43,135.99,102.28
303886,104039,39972,32000,2,120.5,241.0,203.72,106.2,134.8
303886,104039,38826,28000,2,120.88,241.76,204.36,73.65,168.11
303886,104039,20990,3000,5,54.732,273.66,231.34,145.61,128.05
303886,104039,36031,22000,5,68.106,340.53,287.87,113.47,227.06
303886,104039,47550,33000,1,628.98,628.98,531.72,313.45,315.53
303886,104039,47801,34000,2,882.13,1764.26,1491.42,944.47,819.79
303889,104050,31875,1000,1,636.14,636.14,514.2999,313.12,323.02
303894,104061,34862,1000,1,264.62,264.62,213.94,95.86,168.76
303899,104092,5742,1000,2,110.7,221.4,9.22,38.61,182.79
303900,104101,21395,1000,2,113.45,226.9,200.52,142.27,84.63
303900,104101,60790,9001,4,88.525,354.1,312.94,214.46,139.64
303900,104101,37132,6000,4,175.1125,700.45,688.51,581.61,118.84
303900,104101,26502,3000,2,498.765,997.53,881.61,532.07,465.46
303900,104101,63003,11000,14,132.7107143,1857.95,1642.05,959.15,898.8
303908,104187,45880,1000,1,424.53,424.53,343.22,280.75,143.78
303588,101167,61748,23000,1,395.24,395.24,408.62,445.92,-50.68
303589,101517,604700,4000,1,294.49,294.49,280.51,191.99,102.5
303590,102326,30042,1000,3,273.9833333,821.95,34.25,374.24,447.71
303592,104036,5320,2000,60,8.122666667,487.36,473.84,114.0,373.36
303592,104036,26749,3000,6,84.35,506.1,492.06,112.56,393.54
303592,104036,30284,1000,3,692.65,2077.95,2020.2597,1652.28,425.67
303593,101152,24790,1000,112,13.50517857,1512.58,63.0248,2268.87,-756.29
303594,101154,29278,1000,312,7.945352564,2478.95,103.2868,870.76,1608.19
303595,101161,35009,1000,90,37.58833333,3382.95,-3382.95,1521.87,1861.08
303598,101250,30449,1000,92,23.07565217,2122.96,88.4624,1363.78,759.18
303599,101483,29279,1000,349,4.599942693,1605.38,-1605.38,446.55,1158.83
303600,101492,35011,1000,144,14.79770833,2130.87,-2130.87,773.31,1357.56
303601,101493,35012,1000,72,13.68569444,985.37,-985.37,395.19,590.18
303605,103475,35012,1000,48,13.68583333,656.92,27.368,263.46,393.46
303606,103476,35012,1000,48,13.68583333,656.92,27.368,263.46,393.46
303611,102446,31683,5000,2,149.085,298.17,284.01,156.24,141.93
303611,102446,13917,3000,12,25.61833333,307.42,292.82,158.44,148.98
303611,102446,61069,10000,8,77.05,616.4,587.12,418.87,197.53
303611,102446,386312,1000,1,790.26,790.26,752.74,476.61,313.65
303612,102467,63894,1001,30,1161.067,34832.01,33177.99,20514.87,14317.14
303613,103318,30490,7000,1,208.98,208.98,199.06,142.62,66.36
303613,103318,39436,17000,2,120.66,241.32,229.86,111.02,130.3
303613,103318,13918,13000,10,28.056,280.56,267.24,134.53,146.03
303613,103318,38312,26000,4,77.5875,310.35,295.61,71.28,239.07
303613,103318,25300,9000,5,102.13,510.65,486.4,278.57,232.08
303613,103318,17801,6000,2,706.675,1413.35,1346.2376,891.86,521.49
303613,103318,47801,5000,2,833.715,1667.43,1588.25,944.47,722.96
303613,103318,38076,14000,8,252.8225,2022.58,2366.7,977.69,1044.89
303613,103318,28401,4000,8,475.21875,3801.75,3621.23,2170.87,1630.88
303613,103318,27550,3000,10,535.536,5355.36,5101.06,2952.37,2402.99
303613,103318,47550,1000,128,594.4640625,76091.4,72478.2,40121.46,35969.94
303614,104067,604700,1000,15,294.492,4417.38,4207.62,2879.87,1537.51
303614,104067,27550,3000,20,519.47,10389.4,10523.44,5904.74,4484.66
303614,104067,20910,2000,35,395.1082857,13828.79,14007.2,8889.93,4938.86
303615,101219,604700,7000,1,294.49,294.49,280.51,191.99,102.5
303616,101518,604700,55000,5,294.49,1472.45,1402.55,959.96,512.49
303616,101518,478022,60000,3,983.3466667,2950.04,2809.96,1537.67,1412.37
303620,100976,63559,5000,4,128.0725,512.29,679.71,431.0,81.29
303621,100978,25300,7000,3,104.7566667,314.27,13.09,167.14,147.13
303621,100978,15236,5000,18,18.96,341.28,14.22,80.46,260.82
303621,100978,28401,3000,3,507.6766667,1523.03,63.46,814.07,708.96
303622,101017,62616,1000,2,128.075,256.15,10.67,215.91,40.24
303622,101017,63559,4000,2,128.075,256.15,10.67,215.5,40.65
303623,101018,63559,2000,2,128.075,256.15,10.67,215.5,40.65
303623,101018,62616,1000,3,128.0733333,384.22,16.01,323.86,60.36
303624,101019,62616,1000,8,128.07375,1024.59,1359.41,863.62,160.97
303624,101019,63559,4000,9,128.0733333,1152.66,1529.34,969.76,182.9
303625,101033,62624,1000,2,128.075,256.15,339.85,204.02,52.13
303625,101033,63559,3000,8,128.07375,1024.59,1359.41,862.01,162.58
303626,101036,63559,5000,4,128.0725,512.29,21.35,431.0,81.29
303626,101036,62616,6000,5,128.074,640.37,26.68,539.76,100.61
303626,101036,62624,3000,2,128.075,256.15,339.85,204.02,52.13
303627,101041,62947,55000,2,162.28,324.56,325.82,230.1,94.46
303628,101042,63559,2000,5,128.074,640.37,26.68,538.75,101.62
303628,101042,62616,3000,10,128.074,1280.74,53.36,1079.53,201.21
303629,101044,63559,5000,4,128.0725,512.29,679.71,431.0,81.29
303629,101044,62616,6000,6,128.0733333,768.44,1019.56,647.72,120.72
303632,101075,62624,3000,12,128.0733333,1536.88,2039.12,1224.11,312.77
303633,101133,28771,118000,4,78.73,314.92,316.12,210.9,104.02
303633,101133,61859,330000,4,116.2375,464.95,466.73,275.61,189.34
303633,101133,38007,221003,4,550.4475,2201.79,2210.21,1880.34,321.45
303635,101214,39682,1000,22,280.1854545,6164.08,-6164.08,3867.86,2296.22
303637,101233,28771,17000,8,82.87625,663.01,599.07,421.8,241.21
303642,101396,62524,2000,12,123.5041667,1482.05,61.75,916.84,565.21
303642,101396,61292,12000,24,83.17458333,1996.19,83.17,799.27,1196.92
303642,101396,27550,10000,6,569.76,3418.56,142.44,1771.42,1647.14
303642,101396,36001,5000,60,208.6176667,12517.06,521.54,5087.5,7429.56
303642,101396,31727,4000,9,84.78666667,763.08,689.52,387.21,375.87
303642,101396,38076,6000,60,277.7951667,16667.71,694.49,7332.69,9335.02
303643,101409,61145,9000,2,174.29,348.58,294.7,262.23,86.35
303646,101447,28771,38000,5,80.39,401.95,386.85,263.63,138.32
303651,101479,39681,33001,1,294.72,294.72,266.32,196.83,97.89
303651,101479,63253,44000,9,183.7633333,1653.87,1494.42,825.05,828.82
303652,101591,61145,19000,3,168.96,506.88,458.04,393.35,113.53
303653,101594,38109,1000,1,635.33,635.33,467.67,493.29,142.04
303654,101607,61145,1000,2,168.96,337.92,305.36,262.23,75.69
303656,101661,37609,13000,4,271.7175,1086.87,858.41,582.28,504.59
303658,101693,60450,20000,2,182.035,364.07,328.99,249.74,114.33
303658,101693,63253,24000,2,183.765,367.53,332.09,183.35,184.18
303661,101848,38815,49000,12,71.92833333,863.14,866.42,671.4,191.74
303662,101884,28771,28000,4,82.875,331.5,299.54,210.9,120.6
303664,101996,38826,31000,2,117.18,234.36,211.76,73.65,160.71
303665,102006,29091,7000,6,82.87333333,497.24,449.32,353.58,143.66
303668,102158,39185,12000,2,145.51,291.02,235.28,181.16,109.86
303669,102159,39185,105000,2,131.325,262.65,263.65,181.16,81.49
303669,102159,29091,60000,4,78.73,314.92,316.12,235.72,79.2
303670,102217,38050,14002,6,163.2366667,979.42,827.96,655.9,323.52
303675,102519,36015,13001,20,16.9305,338.61,402.39,116.09,222.52
303676,102548,265032,32000,1,537.92,537.92,486.08,304.26,233.66
303677,102563,60035,1001,7,351.3371429,2459.36,2664.29,1828.73,630.63
303682,102784,39185,76000,3,138.2366667,414.71,374.74,271.75,142.96
303682,102784,38826,74000,4,117.175,468.7,423.54,147.3,321.4
303682,102784,29091,45000,6,82.87333333,497.24,449.32,353.58,143.66
303682,102784,61145,84000,3,168.96,506.88,458.04,393.35,113.53
303683,102790,38826,68000,3,117.1766667,351.53,317.65,110.48,241.05
303683,102790,34699,58000,3,205.3866667,616.16,687.1,405.52,210.64
303684,102796,26769,23000,4,71.3375,285.35,257.85,158.8,126.55
303684,102796,38051,45000,1,303.35,303.35,274.11,211.02,92.33
303684,102796,38826,51000,4,117.175,468.7,423.54,147.3,321.4
303686,102847,265032,1000,2,537.92,1075.84,972.16,608.53,467.31
303687,102858,61531,1000,25,255.2736,6381.84,265.91,3006.71,3375.13
303690,102971,29062,40000,3,78.73,236.19,237.09,135.02,101.17
303690,102971,61145,76000,2,160.51,321.02,322.26,262.23,58.79
303690,102971,28771,39000,5,78.73,393.65,395.15,263.63,130.02
303691,102981,30092,22000,3,148.68,446.04,403.05,262.93,183.11
303700,103373,60035,1000,1,388.55,388.55,343.4,261.25,127.3
303702,103488,26361,44000,1,230.98,230.98,208.72,135.99,94.99
303702,103488,32966,24000,3,77.3,231.9,209.55,169.16,62.74
303702,103488,5742,79000,4,60.5725,242.29,218.95,77.21,165.08
303702,103488,28739,15000,3,82.87333333,248.62,224.66,176.79,71.83
303702,103488,28771,16000,3,82.87333333,248.62,224.66,158.18,90.44
303702,103488,29091,54000,3,82.87333333,248.62,224.66,176.79,71.83
303702,103488,30093,59000,1,258.31,258.31,233.41,169.83,88.48
303702,103488,39840,36000,1,221.04,221.04,246.49,200.07,20.97
303702,103488,29070,17000,3,95.31333333,285.94,258.38,93.08,192.86
303702,103488,39594,35000,3,98.24,294.72,266.31,114.21,180.51
303702,103488,38051,30000,1,303.35,303.35,274.11,211.02,92.33
303702,103488,32721,65000,8,40.19625,321.57,290.59,122.39,199.18
303702,103488,30211,63000,3,94.76,284.28,317.01,167.78,116.5
303702,103488,26370,45000,4,107.825,431.3,389.74,230.39,200.91
303702,103488,37880,67000,4,108.835,435.34,393.38,238.33,197.01
303702,103488,25883,42000,2,217.96,435.92,393.9,142.3,293.62
303702,103488,39116,74000,1,442.33,442.33,399.71,312.88,129.45
303702,103488,48500,78000,1,596.11,596.11,538.66,321.13,274.98
303702,103488,38061,31000,3,198.72,596.16,538.71,233.16,363.0
303702,103488,29394,56000,10,64.687,646.87,584.53,271.47,375.4
303702,103488,31875,22000,2,604.34,1208.68,1092.1998,626.24,582.44
303702,103488,28500,50000,3,556.1366667,1668.41,1507.6303,906.26,762.15
303702,103488,20990,11000,50,53.0566,2652.83,2397.17,1456.15,1196.68
303702,103488,47550,38000,5,609.73,3048.65,2754.85,1567.24,1481.41
303702,103488,11690,1000,36,101.0383333,3637.38,3286.86,1193.07,2444.31
303702,103488,47801,77000,6,855.1233333,5130.74,4636.3,2833.4,2297.34
303706,103532,37606,6001,1,214.6,214.6,193.92,115.14,99.46
303707,103537,62949,7000,6,170.825,1024.95,926.19,961.05,63.9
303709,103580,30092,1000,1,217.36,217.36,65.67,87.64,129.72
303710,103645,28401,38001,4,507.6825,2030.73,1835.03,1085.43,945.3
303711,103657,27550,40001,3,569.76,1709.28,1544.55,885.71,823.57
303713,103670,17801,6001,2,775.585,1551.17,1311.29,891.86,659.31
303716,103689,36001,16000,1,216.44,216.44,195.59,84.79,131.65
303716,103689,39116,22000,1,442.33,442.33,399.71,312.88,129.45
303716,103689,28500,10000,1,556.14,556.14,502.5401,302.09,254.05
303716,103689,62550,26000,3,302.0533333,906.16,818.84,749.13,157.03
303716,103689,28401,9000,3,507.6833333,1523.05,1376.27,814.07,708.98
303717,103690,25883,12000,1,217.96,217.96,196.95,71.15,146.81
303717,103690,25898,13000,1,221.16,221.16,199.83,221.4,-0.24
303717,103690,38076,30000,1,288.22,288.22,260.44,122.21,166.01
303717,103690,39186,35000,1,294.72,294.72,266.32,179.61,115.11
303717,103690,28500,19000,1,556.14,556.14,502.5401,302.09,254.05
303717,103690,17801,8000,1,751.84,751.84,679.39,445.93,305.91
303717,103690,48500,38000,2,596.105,1192.21,1077.33,642.26,549.95
303717,103690,45880,37000,3,403.31,1209.93,1093.32,842.25,367.68
303717,103690,28401,18000,4,507.6825,2030.73,1835.03,1085.43,945.3
303718,103717,37170,8001,2,102.365,204.73,176.97,85.42,119.31
303718,103717,61853,12001,2,124.93,249.86,215.98,141.75,108.11
303718,103717,20910,3001,1,442.48,442.48,382.48,254.0,188.48
303721,103745,26370,9000,2,107.825,215.65,194.87,115.2,100.45
303721,103745,63065,37000,3,123.5,370.5,334.8,163.0,207.5
303721,103745,28500,13000,1,556.14,556.14,502.5401,302.09,254.05
303721,103745,62550,33000,4,302.055,1208.22,1091.78,998.84,209.38
303721,103745,45880,30000,3,403.31,1209.93,1093.32,842.25,367.68
303722,103748,29394,9000,3,66.73,200.19,169.23,81.44,118.75
303722,103748,11690,1000,2,104.225,208.45,176.23,66.28,142.17
303722,103748,47801,14000,1,882.12,882.12,745.72,472.23,409.89
303722,103748,27550,7000,3,587.75,1763.25,1490.58,885.71,877.54
303722,103748,47550,13000,3,628.9866667,1886.96,1595.14,940.35,946.61
303726,103763,38810,3001,6,142.3116667,853.87,628.55,511.74,342.13
303729,103808,32720,4000,17,27.63176471,469.74,397.09,130.53,339.21
303729,103808,20990,1000,50,49.259,2462.95,2587.05,1456.15,1006.8
303731,103815,37441,1000,1,693.51,693.51,560.6799,336.96,356.55
303733,103820,31506,4000,3,94.64,283.92,229.53,80.28,203.64
303735,103824,45880,1000,1,424.53,424.53,343.22,280.75,143.78
303736,103825,48500,3000,1,608.66,608.66,526.11,321.13,287.53
303738,103843,11690,3000,2,106.36,212.72,171.96,66.28,146.44
303738,103843,36001,14000,1,227.84,227.84,184.19,84.79,143.05
303738,103843,26361,8000,1,243.14,243.14,196.56,135.99,107.15
303738,103843,20910,5000,1,456.17,456.17,368.79,254.0,202.17
303738,103843,27550,9000,1,599.75,599.75,484.86,295.24,304.51
303738,103843,29071,11000,6,100.33,601.98,486.66,178.09,423.89
303740,103862,38803,13000,2,101.285,202.57,203.35,138.18,64.39
303740,103862,61385,24000,3,82.87333333,248.62,224.66,187.89,60.73
303740,103862,39840,21000,1,221.04,221.04,246.49,200.07,20.97
303740,103862,39850,22000,1,221.04,221.04,246.49,200.07,20.97
303740,103862,39253,19000,2,123.3,246.6,247.54,177.42,69.18
303740,103862,38051,7000,1,303.35,303.35,274.11,211.02,92.33
303740,103862,25883,2000,2,217.96,435.92,393.9,142.3,293.62
303741,103867,30490,1000,1,214.35,214.35,193.69,142.62,71.73
303749,103957,31875,2000,1,572.53,572.53,577.9075,313.12,259.41
303753,103963,62018,1000,10,23.011,230.11,9.59,170.0,60.11
303756,103966,62018,1000,20,23.011,460.22,19.18,340.0,120.22
303757,103969,36949,1000,1,802.91,802.91,591.0201,468.14,334.77
303760,103976,37606,1000,1,214.6,214.6,193.92,115.14,99.46
303760,103976,37609,2000,1,255.47,255.47,230.85,145.57,109.9
303770,104009,60035,1000,1,421.6,421.6,310.35,261.25,160.35
303773,104058,62510,1000,1,696.75,696.75,602.25,374.84,321.91
303459,103892,604700,1000,1,303.6,303.6,271.4,191.99,111.61
303460,102873,23674,2000,22,113.9609091,2507.14,2388.08,961.62,1545.52
303460,102873,275502,5000,5,572.292,2861.46,2725.59,1610.28,1251.18
303460,102873,30290,1000,22,786.2731818,17298.01,16476.61,12196.62,5101.39
303462,103647,31149,7000,5,42.694,213.47,203.33,99.25,114.22
303462,103647,13447,1000,5,61.214,306.07,291.53,132.8,173.27
303462,103647,61748,16000,1,411.71,411.71,392.15,445.92,-34.21
303462,103647,458802,19000,2,428.6,857.2,816.5,614.94,242.26
303462,103647,285002,18000,2,558.595,1117.19,1064.15,657.61,459.58
303462,103647,239772,17000,6,231.1416667,1386.85,1321.01,593.23,793.62
303462,103647,30281,6000,5,552.504,2762.52,2631.33,2236.76,525.76
303463,103685,601700,1000,6,115.1983333,691.19,617.89,359.05,332.14
303463,103685,604700,2000,6,303.6,1821.6,1628.4,1151.95,669.65
303464,103906,220510,1000,8,29.025,232.2,221.16,118.8,113.4
303464,103906,11391,2000,15,32.54266667,488.14,464.96,283.08,205.06
303464,103906,37673,8000,5,95.616,478.08,559.42,249.44,228.64
303465,103650,601700,24000,2,115.2,230.4,205.96,119.68,110.72
303465,103650,604700,25000,1,303.6,303.6,271.4,191.99,111.61
303465,103650,34526,4000,3,131.5133333,394.54,375.8,180.5,214.04
303466,101077,28771,33000,4,75.5125,302.05,328.99,210.9,91.15
303469,101917,29091,10000,3,85.49,256.47,216.81,176.79,79.68
303473,102520,62871,2000,47,10.04404255,472.07,560.99,233.97,238.1
303476,101172,63645,1000,560,2.064,1155.84,-1155.84,1101.3,54.54
303479,103670,28929,18000,10,20.245,202.45,171.15,76.86,125.59
303479,103670,39594,31000,2,101.34,202.68,171.34,76.14,126.54
303479,103670,220410,39000,8,25.45375,203.63,172.13,74.72,128.91
303479,103670,5742,1000,4,62.4875,249.95,211.29,77.21,172.74
303479,103670,29754,22000,1,263.28,263.28,222.56,162.65,100.63
303479,103670,22680,9000,19,19.88210526,377.76,319.35,166.61,211.15
303479,103670,27550,14000,1,587.75,587.75,496.86,295.24,292.51
303479,103670,62027,35000,6,98.38666667,590.32,499.04,226.58,363.74
303479,103670,47550,32000,1,628.98,628.98,531.72,313.45,315.53
303479,103670,32660,24000,3,215.14,645.42,545.61,426.95,218.47
303479,103670,29071,19000,7,98.32142857,688.25,581.83,207.77,480.48
303479,103670,47801,33000,1,882.12,882.12,745.72,472.23,409.89
303479,103670,36001,27000,4,223.28,893.12,755.0,339.17,553.95
303479,103670,26502,13000,2,509.155,1018.31,860.83,532.07,486.24
303479,103670,28401,16000,2,523.715,1047.43,885.45,542.72,504.71
303479,103670,26361,12000,5,238.274,1191.37,1007.13,679.93,511.44
303479,103670,20910,7000,4,447.045,1788.18,1511.66,1015.99,772.19
303479,103670,11690,3000,18,104.2294444,1876.13,1585.99,596.53,1279.6
303481,103265,63560,20000,2,134.815,269.63,326.37,216.04,53.59
303482,101314,34581,46000,3,82.08,246.24,227.04,142.42,103.82
303485,102976,30093,28000,1,261.02,261.02,230.7,169.83,91.19
303486,100969,63559,3000,3,128.0733333,384.22,509.78,323.25,60.97
303486,100969,63560,2001,26,128.0734615,3329.91,4418.09,2808.48,521.43
303487,101007,62616,5000,6,128.0733333,768.44,32.02,647.72,120.72
303487,101007,63560,3000,6,128.0733333,768.44,32.02,648.11,120.33
303488,102519,36031,14000,5,57.432,287.16,341.24,113.47,173.69
303488,102519,15236,2000,25,16.9304,423.26,502.99,111.75,311.51
303488,102519,38076,19000,5,250.716,1253.58,1489.72,611.06,642.52
303488,102519,62871,17000,347,10.04400576,3485.27,4141.79,1727.37,1757.9
303491,101016,63559,4000,4,128.0725,512.29,21.35,431.0,81.29
303491,101016,62616,1000,5,128.074,640.37,26.68,539.76,100.61
303494,101232,28771,5000,4,82.8775,331.51,299.53,210.9,120.61
303497,101276,38815,84000,4,70.4925,281.97,294.55,223.8,58.17
303497,101276,28771,48000,4,81.215,324.86,306.18,210.9,113.96
303502,101393,34581,8000,3,78.51,235.53,237.75,142.42,93.11
303503,101404,39681,47000,1,297.82,297.82,263.22,196.83,100.99
303504,101416,29753,35000,2,114.625,229.25,216.05,183.76,45.49
303508,101691,63253,48000,6,183.7633333,1102.58,996.28,550.04,552.54
303511,101913,28771,13000,3,82.87333333,248.62,224.66,158.18,90.44
303511,101913,63799,40000,15,26.26533333,393.98,356.02,183.64,210.34
303511,101913,38844,12001,6,99.425,596.55,539.07,316.48,280.07
303511,101913,62672,3000,6,123.4483333,740.69,669.31,254.4,486.29
303514,102053,62672,2000,11,135.36,1488.96,1096.04,466.4,1022.56
303515,102479,63253,38000,3,183.76,551.28,498.15,275.02,276.26
303518,102617,61500,51000,1,379.87,379.87,343.27,323.04,56.83
303519,102747,63253,54000,3,183.76,551.28,498.15,275.02,276.26
303522,102897,37609,8000,1,255.47,255.47,230.85,145.57,109.9
303528,103059,60035,1000,1,384.5,384.5,347.45,261.25,123.25
303534,103422,29063,78000,3,87.95333333,263.86,238.43,136.75,127.11
303534,103422,29091,81000,10,82.873,828.73,748.87,589.3,239.43
303534,103422,38050,136000,10,158.24,1582.4,1429.9,1093.16,489.24
303536,103581,62027,20000,5,96.38,481.9,425.9,188.82,293.08
303536,103581,28500,8000,1,561.99,561.99,496.6901,302.09,259.9
303536,103581,17801,6000,1,759.75,759.75,671.48,445.93,313.82
303537,103645,25883,74000,1,217.96,217.96,196.95,71.15,146.81
303537,103645,30107,48000,2,122.11,244.22,220.7,121.36,122.86
303537,103645,61859,88000,2,122.355,244.71,221.13,137.8,106.91
303537,103645,29758,45000,1,270.6,270.6,244.54,153.99,116.61
303537,103645,39681,98000,1,294.72,294.72,266.32,196.83,97.89
303537,103645,38842,63000,3,101.3366667,304.01,274.72,160.24,143.77
303537,103645,22680,22000,16,19.27375,308.38,278.66,140.3,168.08
303537,103645,60901,90000,6,56.62833333,339.77,307.03,132.76,207.01
303537,103645,5742,5000,6,60.575,363.45,328.41,115.82,247.63
303537,103645,61853,86000,3,122.3566667,367.07,331.69,212.62,154.45
303537,103645,61501,92000,2,197.835,395.67,357.55,354.06,41.61
303537,103645,26769,31000,6,71.33833333,428.03,386.77,238.2,189.83
303537,103645,26502,28000,1,493.56,493.56,446.01,266.03,227.53
303537,103645,26405,91000,20,30.0005,600.01,542.19,195.25,404.76
303537,103645,25982,25000,6,102.7566667,616.54,557.12,292.13,324.41
303537,103645,11690,16000,8,101.03875,808.31,730.41,265.13,543.18
303537,103645,25300,23000,10,104.752,1047.52,946.58,557.14,490.38
303537,103645,30289,49000,2,783.115,1566.23,1415.29,1081.54,484.69
303537,103645,29260,42001,6,292.405,1754.43,1585.35,1006.49,747.94
303537,103645,26361,27000,8,230.98,1847.84,1669.76,1087.88,759.96
303537,103645,39025,95000,40,67.04975,2681.99,2990.81,1857.64,824.35
303537,103645,28500,39000,6,556.1383333,3336.83,3015.2506,1812.52,1524.31
303537,103645,48500,69000,6,596.1083333,3576.65,3231.97,1926.77,1649.88
303537,103645,27550,35000,8,569.75875,4558.07,4118.81,2361.89,2196.18
303537,103645,47801,96000,6,855.1233333,5130.74,4636.3,2833.4,2297.34
303537,103645,17801,21000,16,751.8425,12029.48,10870.2,7134.85,4894.63
303537,103645,38076,62000,60,288.2178333,17293.07,15626.53,7332.69,9960.38
303538,103654,28500,10000,1,585.41,585.41,473.2701,302.09,283.32
303538,103654,28401,9000,2,534.405,1068.81,864.07,542.72,526.09
303538,103654,27550,8000,2,599.745,1199.49,969.73,590.47,609.02
303538,103654,45880,5000,3,424.5333333,1273.6,1029.65,842.25,431.35
303539,103657,25300,31000,2,104.75,209.5,189.32,111.43,98.07
303539,103657,26361,35000,1,230.98,230.98,208.72,135.99,94.99
303539,103657,39850,71000,1,221.04,221.04,246.49,200.07,20.97
303539,103657,45880,72000,1,403.31,403.31,364.44,280.75,122.56
303539,103657,20910,24000,1,433.36,433.36,391.6,254.0,179.36
303539,103657,26629,37000,3,151.6733333,455.02,411.17,190.04,264.98
303539,103657,5742,4000,8,60.57375,484.59,437.89,154.43,330.16
303539,103657,28500,43000,1,556.14,556.14,502.5401,302.09,254.05
303539,103657,29260,47000,2,292.405,584.81,528.45,335.5,249.31
303539,103657,31875,54000,1,604.34,604.34,546.0999,313.12,291.22
303539,103657,47801,73000,1,855.12,855.12,772.72,472.23,382.89
303539,103657,38076,62000,3,288.2166667,864.65,781.33,366.63,498.02
303539,103657,29071,45000,10,95.313,953.13,861.27,296.82,656.31
303539,103657,11690,18000,10,101.038,1010.38,913.02,331.41,678.97
303539,103657,17801,23000,2,751.845,1503.69,1358.77,891.86,611.83
303539,103657,20990,25000,50,47.751,2387.55,2662.45,1456.15,931.4
303541,103704,29899,1000,4,60.4175,241.67,243.93,146.0,95.67
303541,103704,31875,9000,2,572.53,1145.06,1155.815,626.24,518.82
303541,103704,29071B,5000,50,90.2976,4514.88,4557.265,1483.48,3031.4
303541,103704,9790B,7000,300,35.3376,10601.28,10700.79,6893.73,3707.55
303549,103813,38076,1000,10,248.209,2482.09,3004.51,1222.12,1259.97
303551,103819,26370,17000,2,107.825,215.65,194.87,115.2,100.45
303551,103819,61857,44000,2,149.815,299.63,270.75,170.74,128.89
303551,103819,37170,33000,3,100.2566667,300.77,271.78,128.13,172.64
303551,103819,62550,47000,1,302.05,302.05,272.95,249.71,52.34
303551,103819,5742,1000,6,60.575,363.45,328.41,115.82,247.63
303551,103819,63002,48000,3,131.3266667,393.98,356.02,174.89,219.09
303551,103819,26361,15000,2,230.98,461.96,417.44,271.97,189.99
303551,103819,29312,27000,20,23.2085,464.17,419.43,263.14,201.03
303551,103819,62027,46000,5,95.376,476.88,430.92,188.82,288.06
303551,103819,61853,41000,4,122.3575,489.43,442.25,283.49,205.94
303551,103819,26502,19000,2,493.57,987.14,892.0,532.07,455.07
303551,103819,47550,38000,3,609.73,1829.19,1652.91,940.35,888.84
303551,103819,28500,22000,4,556.1375,2224.55,2010.1704,1208.34,1016.21
303551,103819,27550,20000,5,569.758,2848.79,2574.26,1476.18,1372.61
303551,103819,20990,11000,50,47.751,2387.55,2662.45,1456.15,931.4
303551,103819,47801,39000,4,855.125,3420.5,3090.86,1888.93,1531.57
303551,103819,28401,21000,8,507.6825,4061.46,3670.06,2170.87,1890.59
303564,103876,60035,1000,1,384.5,384.5,347.45,261.25,123.25
303567,103882,11690,1000,2,110.79,221.58,163.1,66.28,155.3
303567,103882,38786,3000,12,138.7641667,1665.17,1225.75,555.19,1109.98
303579,103987,265032,1000,1,537.92,537.92,486.08,304.26,233.66
303580,103990,34862,1000,1,251.4,251.4,227.16,95.86,155.54
303347,103899,60776,1000,455,188.3048571,85678.71,100197.89,62137.08,23541.63
303349,101682,37780,19000,2,103.295,206.59,196.79,67.57,139.02
303349,101682,61930,14000,2,108.52,217.04,206.74,136.23,80.81
303349,101682,61929,13000,3,108.52,325.56,310.11,206.09,119.47
303349,101682,604700,24000,3,303.6,910.8,814.2,575.97,334.83
303349,101682,478022,8000,1,983.35,983.35,936.65,512.56,470.79
303349,101682,61748,18000,3,411.7066667,1235.12,1176.46,1337.77,-102.65
303349,101682,485002,7001,2,633.485,1266.97,1206.81,694.78,572.19
303350,102804,37780,21000,2,103.295,206.59,196.79,67.57,139.02
303350,102804,37609,23000,1,236.62,236.62,249.7,145.57,91.05
303350,102804,220512,20000,5,75.334,376.67,358.78,252.6,124.07
303350,102804,458802,3000,1,428.6,428.6,408.25,307.47,121.13
303350,102804,601700,1000,5,115.2,576.0,514.9,299.21,276.79
303350,102804,30279,11000,1,552.5,552.5,526.27,444.35,108.15
