Custkey,DateKey,Discount Amount,Invoice Date,Invoice Number,Item Class,Item Number,Item,Line Number,List Price,Order Number,Promised Delivery Date,Sales Amount,Sales Amount Based on List Price,Sales Cost Amount,Sales Margin Amount,Sales Price,Sales Quantity,Sales Rep,U/M
10002969,8/10/2019,17.2,2019/08/10,308704,P01,39886,Washington Diet Cola,2000,35.83,100883,8/9/2019,412.76,429.96,85.9,326.86,34.39666667,12,175,EA
10002969,8/10/2019,34.05,2019/08/10,308704,,38772,Ebony Sweet Peas,1000,70.94,100883,8/9/2019,817.23,851.28,633.2,184.03,68.1025,12,175,EA
10002969,8/10/2019,208.02,2019/08/10,308704,P01,45880,Red Spade Low Fat Bologna,3000,433.38,100883,8/9/2019,4992.54,5200.56,3457.91,1534.63,416.045,12,175,EA
10017036,8/10/2019,410.88,2019/08/10,308708,P01,60794,High Top Walnuts,41000,51.88,102226,8/9/2019,315.44,726.32,146.9,168.54,22.53142857,14,117,EA
10024003,8/10/2019,10098.9652,2019/08/10,308711,P01,62770,Fast Buttered Popcorn,1002,249.2148,103058,8/9/2019,8342.93,18441.8952,5752.42,2590.51,112.7422973,74,143,EA
10012715,8/10/2019,175.5,2019/08/10,308729,P01,38844,Ebony Plums,9000,189.27,105624,8/9/2019,203.04,378.54,105.81,97.23,101.52,2,108,EA
10019812,8/10/2019,331.69,2019/08/10,308730,P01,61856,Moms Potato Salad,101000,232.92,105975,8/9/2019,367.07,698.76,215.25,151.82,122.3566667,3,113,EA
10012885,8/10/2019,173.41,2019/08/10,308740,P01,38844,Ebony Plums,19000,189.27,106377,8/9/2019,205.13,378.54,105.81,99.32,102.565,2,107,EA
10012885,8/10/2019,232.6,2019/08/10,308740,P01,29255,Thresher Spicy Mints,11000,507.75,106377,8/9/2019,275.15,507.75,162.89,112.26,275.15,1,107,EA
10012885,8/10/2019,254.99,2019/08/10,308740,P01,29260,Monarch Ravioli,12000,556.63,106377,8/9/2019,301.64,556.63,166.3,135.34,301.64,1,107,EA
10012885,8/10/2019,282.05,2019/08/10,308740,P01,29394,Pearl Chardonnay,13000,123.14,106377,8/9/2019,333.65,615.7,228.77,104.88,66.73,5,107,EA
10012885,8/10/2019,323.87,2019/08/10,308740,P01,20990,Moms Sliced Ham,2000,101,106377,8/9/2019,383.13,707,205.5,177.63,54.73285714,7,107,SE
10012885,8/10/2019,430.41,2019/08/10,308740,P01,26502,Bravo Large Canned Shrimp,7000,939.57,106377,8/9/2019,509.16,939.57,273.05,236.11,509.16,1,107,EA
10012885,8/10/2019,703.41,2019/08/10,308740,P01,45880,Red Spade Low Fat Bologna,21000,767.75,106377,8/9/2019,832.09,1535.5,576.32,255.77,416.045,2,107,EA
10012885,8/10/2019,1063.44,2019/08/10,308740,P01,47550,Red Spade Turkey Hot Dogs,22000,1160.7,106377,8/9/2019,1257.96,2321.4,638.1,619.86,628.98,2,107,EA
10012885,8/10/2019,1328.17,2019/08/10,308740,P01,28401,Ebony Prepared Salad,8000,966.44,106377,8/9/2019,1571.15,2899.32,835.14,736.01,523.7166667,3,107,EA
10012885,8/10/2019,2982.85,2019/08/10,308740,P01,47801,Red Spade Foot-Long Hot Dogs,23000,1627.84,106377,8/9/2019,3528.51,6511.36,1902.99,1625.52,882.1275,4,107,EA
10020962,8/10/2019,1580.29,2019/08/10,308742,P01,20990,Moms Sliced Ham,4000,101,106421,8/9/2019,1954.71,3535,1027.48,927.23,55.84885714,35,175,SE
10020962,8/10/2019,3009.43,2019/08/10,308742,P01,11690,High Top Dried Mushrooms,5000,192.34,106421,8/9/2019,3722.47,6731.9,1168.57,2553.9,106.3562857,35,175,SE
10020962,8/10/2019,3089.43,2019/08/10,308742,P01,601700,Club Cheese Spread,2000,218.18,106421,8/9/2019,3455.97,6545.4,1797.01,1658.96,115.199,30,175,EA
10020962,8/10/2019,3490.09,2019/08/10,308742,P01,38826,Ebony Macintosh Apples,6000,223.06,106421,8/9/2019,4317.01,7807.1,1299.08,3017.93,123.3431429,35,175,SE
10020962,8/10/2019,6864.3,2019/08/10,308742,P01,45880,Red Spade Low Fat Bologna,1000,767.75,106421,8/9/2019,8490.7,15355,5763.19,2727.51,424.535,20,175,EA
10025267,8/10/2019,173.41,2019/08/10,308744,P01,39190,Nationeel Raisins,44000,187.01,106454,8/9/2019,200.61,374.02,153.67,46.94,100.305,2,105,EA
10025267,8/10/2019,203.98,2019/08/10,308744,P01,24336,Fast Low Fat Cookies,27000,219.99,106454,8/9/2019,236,439.98,69.64,166.36,118,2,105,EA
10025267,8/10/2019,237.03,2019/08/10,308744,P01,30859,Blue Label Fancy Canned Oysters,36000,255.62,106454,8/9/2019,274.21,511.24,106.44,167.77,137.105,2,105,EA
10007577,8/10/2019,266.31,2019/08/10,308745,P01,39190,Nationeel Raisins,1000,187.01,106478,8/9/2019,294.72,561.03,230.51,64.21,98.24,3,175,EA
10019664,8/10/2019,69.89,2019/08/10,308749,P01,38050,Gorilla Chocolate Milk,1000,301.23,106646,8/9/2019,231.34,301.23,107.77,123.57,231.34,1,170,EA
10019664,8/10/2019,251.63,2019/08/10,308749,P01,27550,Imagine Popsicles,4000,1084.61,106646,8/9/2019,832.98,1084.61,302.65,530.33,832.98,1,170,EA
10027583,8/10/2019,174.66,2019/08/10,308756,P01,32618,High Top Summer Squash,1000,218.33,106791,8/9/2019,4191.94,4366.6,2298.05,1893.89,209.597,20,127,EA
10026055,8/10/2019,213.4,2019/08/10,308761,P01,61856,Moms Potato Salad,61000,232.92,106880,8/9/2019,252.44,465.84,143.5,108.94,126.22,2,145,EA
10012885,8/10/2019,215,2019/08/10,308762,P01,29396,Pearl Light Beer,6000,117.33,106911,8/9/2019,254.32,469.32,132.63,121.69,63.58,4,107,EA
10012885,8/10/2019,249.52,2019/08/10,308762,P01,62027,Big Time Home Style French Fries,14000,181.56,106911,8/9/2019,295.16,544.68,215.33,79.83,98.38666667,3,107,EA
10012885,8/10/2019,377.5,2019/08/10,308762,P01,36001,Big Time Frozen Cheese Pizza,9000,412.03,106911,8/9/2019,446.56,824.06,168.47,278.09,223.28,2,107,EA
10012885,8/10/2019,502.68,2019/08/10,308762,P01,38076,Cutting Edge Foot-Long Hot Dogs,12000,548.66,106911,8/9/2019,594.64,1097.32,242.96,351.68,297.32,2,107,EA
10012885,8/10/2019,574.5399,2019/08/10,308762,P01,37441,Atomic Mint Chocolate Bar,11000,1254.1899,106911,8/9/2019,679.65,1254.1899,344.28,335.37,679.65,1,107,EA
10012885,8/10/2019,655.65,2019/08/10,308762,P01,17801,Better Fancy Canned Sardines,3000,1431.23,106911,8/9/2019,775.58,1431.23,449.69,325.89,775.58,1,107,EA
10000497,8/10/2019,379.57,2019/08/10,308763,,63663,Just Right Fancy Canned Oysters,32000,283.03,106912,8/9/2019,469.52,849.09,264.27,205.25,156.5066667,3,168,EA
10024541,8/10/2019,639.82,2019/08/10,308764,P01,17801,Better Fancy Canned Sardines,4000,1431.23,106963,8/9/2019,791.41,1431.23,449.69,341.72,791.41,1,166,EA
10017585,8/10/2019,385.2,2019/08/10,308765,P01,26370,Bravo Canned Tomatos,6000,205.26,106966,8/9/2019,435.84,821.04,230.15,205.69,108.96,4,134,EA
10017585,8/10/2019,565.3,2019/08/10,308765,P01,38050,Gorilla Chocolate Milk,17000,301.23,106966,8/9/2019,639.62,1204.92,431.09,208.53,159.905,4,134,EA
10019664,8/10/2019,243.49,2019/08/10,308767,P01,62027,Big Time Home Style French Fries,4001,181.56,107031,8/9/2019,301.19,544.68,215.33,85.86,100.3966667,3,170,EA
10019664,8/10/2019,517.46,2019/08/10,308767,P01,29460,BBB Best Chunky Peanut Butter,2001,385.84,107031,8/9/2019,640.06,1157.52,293.65,346.41,213.3533333,3,170,EA
10019664,8/10/2019,1919.45,2019/08/10,308767,P01,17801,Better Fancy Canned Sardines,1001,1431.23,107031,8/9/2019,2374.24,4293.69,1349.08,1025.16,791.4133333,3,170,EA
10016334,8/10/2019,331.27,2019/08/10,308770,P01,61500,Excellent Berry Juice,2000,723.14,107082,8/9/2019,391.87,723.14,327.83,64.04,391.87,1,154,EA
10012226,8/10/2019,183.16,2019/08/10,308772,P01,29460,BBB Best Chunky Peanut Butter,25000,385.84,107153,8/9/2019,202.68,385.84,97.88,104.8,202.68,1,180,EA
10012226,8/10/2019,203.35,2019/08/10,308772,P01,38809,Ebony Tomatos,56000,202.96,107153,8/9/2019,202.57,405.92,139.56,63.01,101.285,2,180,EA
10012226,8/10/2019,233.41,2019/08/10,308772,P01,30093,Just Right Canned Tuna in Water,29000,491.72,107153,8/9/2019,258.31,491.72,159.14,99.17,258.31,1,180,EA
10012226,8/10/2019,237.34,2019/08/10,308772,P01,63002,Shady Lake Thai Rice,99000,250,107153,8/9/2019,262.66,500,116.37,146.29,131.33,2,180,EA
10012226,8/10/2019,240.6,2019/08/10,308772,P01,32951,High Top Squash,35000,152.12,107153,8/9/2019,215.76,456.36,137.3,78.46,71.92,3,180,PR
10012226,8/10/2019,240.6,2019/08/10,308772,P01,37055,Tell Tale Dried Mushrooms,46000,152.12,107153,8/9/2019,215.76,456.36,146.32,69.44,71.92,3,180,PR
10012226,8/10/2019,260.84,2019/08/10,308772,P01,7536,Golden Apple Cinnamon Waffles,103000,274.75,107153,8/9/2019,288.66,549.5,111,177.66,144.33,2,180,EA
10012226,8/10/2019,266.31,2019/08/10,308772,P01,39900,Washington Cranberry Juice,72000,187.01,107153,8/9/2019,294.72,561.03,158.9,135.82,98.24,3,180,EA
10012226,8/10/2019,266.32,2019/08/10,308772,P01,39478,BBB Best Grape Jelly,64000,561.04,107153,8/9/2019,294.72,561.04,177.35,117.37,294.72,1,180,EA
10012226,8/10/2019,268.47,2019/08/10,308772,P01,39400,BBB Best Tomato Sauce,63000,188.52,107153,8/9/2019,297.09,565.56,211.4,85.69,99.03,3,180,EA
10012226,8/10/2019,270.75,2019/08/10,308772,P01,61860,Urban Small Eggs,95000,285.19,107153,8/9/2019,299.63,570.38,164.28,135.35,149.815,2,180,EA
10012226,8/10/2019,272.95,2019/08/10,308772,P01,62550,Tell Tale Garlic,98000,575,107153,8/9/2019,302.05,575,249.3,52.75,302.05,1,180,EA
10012226,8/10/2019,273.92,2019/08/10,308772,P01,60098,Golden Lime Popsicles,75000,577.06,107153,8/9/2019,303.14,577.06,180.78,122.36,303.14,1,180,EA
10012226,8/10/2019,301,2019/08/10,308772,P01,30500,Blue Label Canned Beets,31000,634.11,107153,8/9/2019,333.11,634.11,272.06,61.05,333.11,1,180,EA
10012226,8/10/2019,303.41,2019/08/10,308772,P01,32950,High Top Fresh Lima Beans,34000,143.87,107153,8/9/2019,272.07,575.48,181.68,90.39,68.0175,4,180,PR
10012226,8/10/2019,327.5,2019/08/10,308772,P01,60442,Ship Shape Extra Lean Hamburger,81000,689.94,107153,8/9/2019,362.44,689.94,297.06,65.38,362.44,1,180,EA
10012226,8/10/2019,387.84,2019/08/10,308772,P01,60776,High Top Sweet Onion,86000,408.52,107153,8/9/2019,429.2,817.04,273.13,156.07,214.6,2,180,SE
10012226,8/10/2019,468.85,2019/08/10,308772,P01,60448,High Top Summer Squash,83000,493.85,107153,8/9/2019,518.85,987.7,414.45,104.4,259.425,2,180,EA
10012226,8/10/2019,757.86,2019/08/10,308772,P01,24702,Fast Potato Chips,10000,798.27,107153,8/9/2019,838.68,1596.54,539.19,299.49,419.34,2,180,EA
10012226,8/10/2019,1371.09,2019/08/10,308772,P01,61495,Super Strawberry Preserves,91000,722.1,107153,8/9/2019,1517.31,2888.4,1283.27,234.04,379.3275,4,180,EA
10009650,8/10/2019,442.72,2019/08/10,308773,P01,28401,Ebony Prepared Salad,6000,966.44,107172,8/9/2019,523.72,966.44,278.38,245.34,523.72,1,132,EA
10009650,8/10/2019,519.84,2019/08/10,308773,P01,48500,Red Spade Low Fat Cole Slaw,10000,1134.77,107172,8/9/2019,614.93,1134.77,326.87,288.06,614.93,1,132,EA
10009650,8/10/2019,745.72,2019/08/10,308773,P01,47801,Red Spade Foot-Long Hot Dogs,9000,1627.84,107172,8/9/2019,882.12,1627.84,475.75,406.37,882.12,1,132,EA
10009650,8/10/2019,3278.23,2019/08/10,308773,P01,17801,Better Fancy Canned Sardines,4000,1431.23,107172,8/9/2019,3877.92,7156.15,2248.46,1629.46,775.584,5,132,EA
10017036,8/10/2019,652.75,2019/08/10,308774,P01,63560,Gorilla Low Fat String Cheese,3000,298,107174,8/9/2019,539.25,1192,441.79,97.46,134.8125,4,117,EA
10017036,8/10/2019,815.94,2019/08/10,308774,P01,63559,Gorilla String Cheese,2000,298,107174,8/9/2019,674.06,1490,550.91,123.15,134.812,5,117,EA
10017036,8/10/2019,1468.68,2019/08/10,308774,P01,62616,Tell Tale Limes,1000,298,107174,8/9/2019,1213.32,2682,993.44,219.88,134.8133333,9,117,EA
10017036,8/10/2019,652.75,2019/08/10,308775,P01,63560,Gorilla Low Fat String Cheese,3000,298,107183,8/9/2019,539.25,1192,441.79,97.46,134.8125,4,117,EA
10017036,8/10/2019,1142.31,2019/08/10,308775,P01,63559,Gorilla String Cheese,2000,298,107183,8/9/2019,943.69,2086,771.27,172.42,134.8128571,7,117,EA
10017036,8/10/2019,1958.26,2019/08/10,308775,P01,62616,Tell Tale Limes,1000,298,107183,8/9/2019,1617.74,3576,1324.59,293.15,134.8116667,12,117,EA
10012425,8/10/2019,474.76,2019/08/10,308777,P01,265032,BBB Best Grape Jelly,1000,1024,107216,8/9/2019,549.24,1024,310.62,238.62,549.24,1,108,EA
10002969,8/10/2019,201.76,2019/08/10,308778,,61069,Best Choice Raisins,39000,150.44,107264,8/9/2019,249.56,451.32,157.2,92.36,83.18666667,3,175,EA
10002969,8/10/2019,240.06,2019/08/10,308778,P01,36030,Big Time Chicken TV Dinner,30000,21.48,107264,8/9/2019,296.94,537,121.84,175.1,11.8776,25,175,EA
10002969,8/10/2019,347.43,2019/08/10,308778,P01,220062,Fantastic Rye Bread,46001,23.61,107264,8/9/2019,384.48,731.91,221.65,162.83,12.40258065,31,175,PR
10002969,8/10/2019,639.82,2019/08/10,308778,P01,17801,Better Fancy Canned Sardines,9000,1431.23,107264,8/9/2019,791.41,1431.23,449.69,341.72,791.41,1,175,EA
10002969,8/10/2019,639.82,2019/08/10,308778,P01,17801,Better Fancy Canned Sardines,48000,1431.23,107264,8/9/2019,791.41,1431.23,449.69,341.72,791.41,1,175,EA
10019194,8/10/2019,1029.7,2019/08/10,308792,P01,27550,Imagine Popsicles,4000,1084.61,107400,8/9/2019,1139.52,2169.22,605.31,534.21,569.76,2,108,EA
10017585,8/10/2019,207.11,2019/08/10,308793,P01,32966,High Top Golden Delcious Apples,9000,147.15,107421,8/9/2019,234.34,441.45,170.36,63.98,78.11333333,3,134,EA
10017585,8/10/2019,270.92,2019/08/10,308793,P01,26629,Gorilla Havarti Cheese,24000,288.73,107421,8/9/2019,306.54,577.46,127.03,179.51,153.27,2,134,EA
10017585,8/10/2019,288.84,2019/08/10,308793,P01,23162,Tell Tale Macintosh Apples,3000,307.83,107421,8/9/2019,326.82,615.66,218.93,107.89,163.41,2,134,EA
10017585,8/10/2019,313.95,2019/08/10,308793,P01,38826,Ebony Macintosh Apples,11000,223.06,107421,8/9/2019,355.23,669.18,111.35,243.88,118.41,3,134,SE
10017585,8/10/2019,460.33,2019/08/10,308793,P01,33475,Best Choice Chocolate Chip Cookies,34000,981.19,107421,8/9/2019,520.86,981.19,335.34,185.52,520.86,1,134,EA
10017585,8/10/2019,1245.19,2019/08/10,308793,P01,30286,Even Better 1% Milk,33000,1327.05,107421,8/9/2019,1408.91,2654.1,941.7,467.21,704.455,2,134,EA
10005376,8/10/2019,755.82,2019/08/10,308794,P01,20910,Moms Sliced Turkey,4000,824.96,107426,8/9/2019,894.1,1649.92,521.96,372.14,447.05,2,104,EA
10025353,8/10/2019,232.6,2019/08/10,308800,P01,29255,Thresher Spicy Mints,1000,507.75,107451,8/9/2019,275.15,507.75,162.89,112.26,275.15,1,111,EA
10012226,8/10/2019,183.16,2019/08/10,308808,P01,29460,BBB Best Chunky Peanut Butter,13000,385.84,107467,8/9/2019,202.68,385.84,97.88,104.8,202.68,1,180,EA
10012226,8/10/2019,190.6,2019/08/10,308808,,63148,Landslide Grape Jam,58000,133.84,107467,8/9/2019,210.92,401.52,89.77,121.15,70.30666667,3,180,EA
10012226,8/10/2019,203.35,2019/08/10,308808,P01,38809,Ebony Tomatos,31000,202.96,107467,8/9/2019,202.57,405.92,139.56,63.01,101.285,2,180,EA
10012226,8/10/2019,213.05,2019/08/10,308808,P01,29757,BBB Best Salt,14001,224.42,107467,8/9/2019,235.79,448.84,149.33,86.46,117.895,2,180,EA
10012226,8/10/2019,233.41,2019/08/10,308808,P01,30093,Just Right Canned Tuna in Water,17000,491.72,107467,8/9/2019,258.31,491.72,159.14,99.17,258.31,1,180,EA
10012226,8/10/2019,237.34,2019/08/10,308808,P01,63002,Shady Lake Thai Rice,54000,250,107467,8/9/2019,262.66,500,116.37,146.29,131.33,2,180,EA
10012226,8/10/2019,237.79,2019/08/10,308808,,63700,Just Right Canned Yams,61000,166.98,107467,8/9/2019,263.15,500.94,170.71,92.44,87.71666667,3,180,EA
10012226,8/10/2019,272.95,2019/08/10,308808,P01,62550,Tell Tale Garlic,53000,575,107467,8/9/2019,302.05,575,249.3,52.75,302.05,1,180,EA
10012226,8/10/2019,301.43,2019/08/10,308808,P01,63066,Colony Wheat Bread,56000,635,107467,8/9/2019,333.57,635,177.06,156.51,333.57,1,180,EA
10012226,8/10/2019,461.7,2019/08/10,308808,P01,37609,Colony Wheat Bread,27000,486.32,107467,8/9/2019,510.94,972.64,291.14,219.8,255.47,2,180,SE
10012226,8/10/2019,593.36,2019/08/10,308808,,63235,Token Cola,59000,625,107467,8/9/2019,656.64,1250,504.12,152.52,328.32,2,180,EA
10012226,8/10/2019,616.62,2019/08/10,308808,,62510,Tell Tale Onions,52000,1299,107467,8/9/2019,682.38,1299,380.95,301.43,682.38,1,180,EA
10019194,8/10/2019,402.7,2019/08/10,308809,P01,61754,Carlson Mild Cheddar Cheese,2000,803.86,107469,8/9/2019,401.16,803.86,474.05,-72.89,401.16,1,108,EA
10015793,8/10/2019,226.458,2019/08/10,308811,P01,28881,Nationeel Corn Chips,1000,48.8438,107475,8/9/2019,261.98,488.438,103.64,158.34,26.198,10,182,EA
10005688,8/10/2019,412.84,2019/08/10,308818,P01,24336,Fast Low Fat Cookies,1000,219.99,107531,8/9/2019,467.12,879.96,139.27,327.85,116.78,4,107,EA
10027050,8/10/2019,482.25,2019/08/10,308826,P01,30279,Even Better Sharp Cheddar Cheese,1000,1078.77,107576,8/9/2019,596.52,1078.77,449.98,146.54,596.52,1,161,EA
10019400,8/10/2019,17974.36,2019/08/10,308831,,39677,Even Better Jack Cheese,1000,1535.21,100893,8/9/2019,18870.68,36845.04,12993.12,5877.56,786.2783333,24,119,EA
10019400,8/10/2019,357.07,2019/08/10,308832,P01,60035,Golden Waffles,13000,731.95,105177,8/9/2019,374.88,731.95,268.99,105.89,374.88,1,119,EA
10019400,8/10/2019,618.68,2019/08/10,308832,P01,30500,Blue Label Canned Beets,8000,634.11,105177,8/9/2019,649.54,1268.22,544.11,105.43,324.77,2,119,EA
10019400,8/10/2019,257.76,2019/08/10,308833,P01,36941,Tell Tale Sweet Peas,11000,264.18,106501,8/9/2019,270.6,528.36,145.28,125.32,135.3,2,119,EA
10019400,8/10/2019,271.48,2019/08/10,308833,P01,36300,Big Time Frozen Chicken Thighs,15000,167.83,106501,8/9/2019,232.01,503.49,94.67,137.34,77.33666667,3,119,EA
10019400,8/10/2019,279.05,2019/08/10,308833,P01,28396,Ebony New Potatos,9000,14.3,106501,8/9/2019,292.95,572,131.6,161.35,7.32375,40,119,EA
10019400,8/10/2019,280.54,2019/08/10,308833,P01,39600,Just Right Canned Tuna in Water,10000,287.54,106501,8/9/2019,294.54,575.08,124.42,170.12,147.27,2,119,EA
10019400,8/10/2019,282.02,2019/08/10,308833,,14469,Medalist Thai Rice,21000,19.27,106501,8/9/2019,296.08,578.1,159.84,136.24,9.869333333,30,119,EA
10019400,8/10/2019,291.84,2019/08/10,308833,P01,25300,Fast Dried Apples,6000,199.41,106501,8/9/2019,306.39,598.23,167.81,138.58,102.13,3,119,EA
10019400,8/10/2019,300.4,2019/08/10,308833,P01,26370,Bravo Canned Tomatos,22000,205.26,106501,8/9/2019,315.38,615.78,172.61,142.77,105.1266667,3,119,EA
10019400,8/10/2019,303.07,2019/08/10,308833,P01,27131,Imagine Low Fat Waffles,37000,124.25,106501,8/9/2019,318.18,621.25,155.86,162.32,63.636,5,119,EA
10019400,8/10/2019,318.99,2019/08/10,308833,P01,15640,Super Vegetable Oil,4000,163.47,106501,8/9/2019,334.89,653.88,82.39,252.5,83.7225,4,119,EA
10019400,8/10/2019,406.66,2019/08/10,308833,P01,31149,Club Jack Cheese,1000,83.36,106501,8/9/2019,426.94,833.6,198.92,228.02,42.694,10,119,EA
10019400,8/10/2019,667.98,2019/08/10,308833,P01,25982,Landslide Pepper,17000,195.61,106501,8/9/2019,701.29,1369.27,341.12,360.17,100.1842857,7,119,EA
10019400,8/10/2019,1074.69,2019/08/10,308833,P01,31681,Golden Fajita French Fries,16000,275.37,106501,8/9/2019,1128.27,2202.96,469.8,658.47,141.03375,8,119,EA
10019400,8/10/2019,660.5,2019/08/10,308834,,239772,BBB Best Creamy Peanut Butter,5000,451.31,106829,8/9/2019,693.43,1353.93,290.16,403.27,231.1433333,3,119,EA
10019400,8/10/2019,1120.81,2019/08/10,308834,P01,31700,Golden Chicken TV Dinner,7000,229.75,106829,8/9/2019,1176.69,2297.5,778.55,398.14,117.669,10,119,EA
10019400,8/10/2019,1206.81,2019/08/10,308834,P01,485002,Club Head Cheese,1000,1236.89,106829,8/9/2019,1266.97,2473.78,704.93,562.04,633.485,2,119,EA
10019400,8/10/2019,1273.49,2019/08/10,308834,,239782,BBB Best Strawberry Preserves,6000,472.36,106829,8/9/2019,1088.31,2361.8,593.55,494.76,217.662,5,119,EA
10019400,8/10/2019,1505.48,2019/08/10,308834,P01,386312,Fabulous Apple Juice,2000,1543,106829,8/9/2019,1580.52,3086,959.57,620.95,790.26,2,119,EA
10019400,8/10/2019,15110.87,2019/08/10,308834,P01,265022,BBB Best Apple Preserves,3000,967.97,106829,8/9/2019,15864.17,30975.04,9571.27,6292.9,495.7553125,32,119,EA
10011870,8/10/2019,1798.2,2019/08/10,308835,,61847,Moms Roasted Chicken,1000,83.25,102359,8/10/2019,43156.8,44955,20259.56,22897.24,79.92,540,105,EA
10016113,8/10/2019,93.11,2019/08/10,308837,,61686,Better Large Canned Shrimp,1000,26.4525,106618,8/10/2019,2234.71,2327.82,1494.87,739.84,25.39443182,88,112,EA
10008602,8/10/2019,222.04,2019/08/10,308840,P01,28761,Ebony Fuji Apples,22000,157.76,106229,8/10/2019,251.24,473.28,143.24,108,83.74666667,3,121,SE
10008602,8/10/2019,287.13,2019/08/10,308840,P01,39886,Washington Diet Cola,43000,38.25,106229,8/10/2019,324.87,612,114.53,210.34,20.304375,16,121,EA
10008602,8/10/2019,398.36,2019/08/10,308840,P01,30092,Just Right Chicken Ramen Soup,28000,283.03,106229,8/10/2019,450.73,849.09,231.29,219.44,150.2433333,3,121,EA
10012161,8/10/2019,369.09,2019/08/10,308843,,19673,Moms Beef Bologna,13000,39.82,104144,8/10/2019,387.49,756.58,185.14,202.35,20.39421053,19,109,EA
10026606,8/10/2019,15.72,2019/08/10,308845,,37559,Walrus Chardonnay,2000,0.3929,105636,8/10/2019,377.18,392.9,340.1,37.08,0.37718,1000,114,EA
10026606,8/10/2019,918.1412,2019/08/10,308846,,31400,Red Spade Pimento Loaf,2000,35.4219,105628,8/10/2019,22035.25,22953.3912,16718.08,5317.17,34.00501543,648,114,EA
10026606,8/10/2019,918.1412,2019/08/10,308847,,31400,Red Spade Pimento Loaf,3000,35.4219,105219,8/10/2019,22035.25,22953.3912,16718.08,5317.17,34.00501543,648,114,EA
10025025,8/10/2019,260.1,2019/08/10,308850,P01,39190,Nationeel Raisins,28000,187.01,101595,8/10/2019,300.93,561.03,230.51,70.42,100.31,3,110,EA
10007591,8/10/2019,623.4464,2019/08/10,308852,P01,60114,Golden Frozen Chicken Wings,17000,47.8361,102750,8/10/2019,524.62,1148.0664,491.99,32.63,21.85916667,24,109,EA
10007591,8/10/2019,2597.69,2019/08/10,308852,P01,60111,Golden Popsicles,6000,47.8361,102750,8/10/2019,2185.92,4783.61,1735.53,450.39,21.8592,100,109,EA
10007591,8/10/2019,2597.69,2019/08/10,308852,P01,60114,Golden Frozen Chicken Wings,18000,47.8361,102750,8/10/2019,2185.92,4783.61,2049.97,135.95,21.8592,100,109,EA
10011997,8/10/2019,602.86,2019/08/10,308854,P01,63066,Colony Wheat Bread,40000,635,103485,8/10/2019,667.14,1270,354.13,313.01,333.57,2,160,EA
10007591,8/10/2019,8634.776,2019/08/10,308857,,63942,Even Better String Cheese,3000,18.3824,104337,8/10/2019,7266,15900.776,7108.66,157.34,8.4,865,109,EA
10007591,8/10/2019,8884.0962,2019/08/10,308858,,64300,Even Better Cheese Spread,7000,47.8361,104346,8/10/2019,7475.85,16359.9462,4624.83,2851.02,21.85921053,342,109,EA
10010906,8/10/2019,602.86,2019/08/10,308859,P01,63066,Colony Wheat Bread,70000,635,104377,8/10/2019,667.14,1270,354.13,313.01,333.57,2,115,EA
10007577,8/10/2019,612.89,2019/08/10,308863,P01,29769,BBB Best Creamy Peanut Butter,41000,215.19,105043,8/10/2019,678.25,1291.14,246.91,431.34,113.0416667,6,175,EA
10011052,8/10/2019,526.04,2019/08/10,308865,P01,28751,Ebony Cantelope,6000,113.46,105163,8/10/2019,608.56,1134.6,408.55,200.01,60.856,10,157,SE
10023447,8/10/2019,173.41,2019/08/10,308866,P01,38060,Gorilla Strawberry Yogurt,23000,187.01,105455,8/10/2019,200.61,374.02,85.36,115.25,100.305,2,176,EA
10023447,8/10/2019,250.81,2019/08/10,308866,P01,39900,Washington Cranberry Juice,33000,187.01,105455,8/10/2019,310.22,561.03,158.9,151.32,103.4066667,3,176,EA
10023212,8/10/2019,170.63,2019/08/10,308867,P01,37170,Fast BBQ Potato Chips,10000,190.85,105559,8/10/2019,211.07,381.7,85.26,125.81,105.535,2,180,EA
10007577,8/10/2019,624.57,2019/08/10,308868,P01,39185,Nationeel Grape Fruit Roll,23000,263.15,105596,8/10/2019,691.18,1315.75,452.24,238.94,138.236,5,175,EA
10019909,8/10/2019,740.75,2019/08/10,308881,P01,39185,Nationeel Grape Fruit Roll,6000,263.15,106586,8/10/2019,838.15,1578.9,542.69,295.46,139.6916667,6,157,EA
10019909,8/10/2019,1159.84,2019/08/10,308881,P01,36001,Big Time Frozen Cheese Pizza,10000,412.03,106586,8/10/2019,1312.34,2472.18,505.4,806.94,218.7233333,6,157,EA
10000501,8/10/2019,403.98,2019/08/10,308882,P01,38050,Gorilla Chocolate Milk,8000,301.23,106669,8/10/2019,499.71,903.69,323.31,176.4,166.57,3,182,EA
10021158,8/10/2019,613.76,2019/08/10,308883,P01,28929,Nationeel Potato Chips,1000,37.36,106727,8/10/2019,507.04,1120.8,222.82,284.22,16.90133333,30,143,EA
10021158,8/10/2019,880.71,2019/08/10,308883,P01,61484,Super Creamy Peanut Butter,19000,51.88,106727,8/10/2019,727.57,1608.28,472.53,255.04,23.47,31,143,EA
10021158,8/10/2019,1305.5,2019/08/10,308883,P01,63559,Gorilla String Cheese,25000,298,106727,8/10/2019,1078.5,2384,881.45,197.05,134.8125,8,143,EA
